,train_loss,val_loss,train_acc,val_acc
0,0.5642396901943245,0.5222295764165047,0.7457220534143612,0.7836360713711622
1,0.524570351808655,0.5142634700506161,0.7813849352310891,0.7923163478540428
2,0.5119584509912802,0.507127675643334,0.7946585638893331,0.8019610995016878
3,0.49972511979998374,0.5009857937311515,0.8047337278106509,0.8048545249959813
4,0.49435756005802933,0.49083721056962626,0.8111306572845034,0.8181964314418904
5,0.490942764647153,0.4893429574293968,0.8156085079162002,0.8186786690242727
6,0.481122042451586,0.49634683086321907,0.8239245162322085,0.811927342870921
7,0.4775083633709927,0.49754130656902606,0.8320806013113705,0.8083909339334512
8,0.4750858163651155,0.5159293752450209,0.834319526627219,0.7911911268284841
9,0.4754263206708188,0.5012994741782164,0.83383975691668,0.8069442211863045
10,0.47372036913827975,0.4925452816180694,0.8346393731009115,0.8143385307828324
11,0.4676222366337873,0.5199115317601424,0.842475611706381,0.7855650217006912
12,0.46985612429526386,0.5046451774927286,0.8378378378378378,0.8037293039704227
13,0.45975554810494795,0.503127551995791,0.8488725411802335,0.8054975084391577
14,0.4615502497371362,0.5304771084051866,0.8485526947065408,0.7772062369393988
15,0.46597200236758407,0.5039988999183361,0.8447145370222293,0.8040507956920109
16,0.4596686021101718,0.5001822334069472,0.8477530785223093,0.8058190001607458
17,0.45573416139398304,0.49611827501883876,0.8517511594434671,0.811766597010127
18,0.45813916060997517,0.49434810204383656,0.8536702382856229,0.8159459893907732
19,0.45090555004319366,0.511567035699502,0.8597473212857828,0.7956920109307185
20,0.4522647552040158,0.49186324247947105,0.8567087797857028,0.8177141938595082
21,0.45566915310159023,0.49017801101391134,0.8525507756276987,0.8172319562771259
22,0.45020137179870995,0.5084387293228736,0.8589477051015513,0.7968172319562771
23,0.44663153254255955,0.5270876739269648,0.8624660163121701,0.7797781707121042
24,0.4481386063354356,0.5062459419935178,0.8594274748120901,0.8024433370840701
25,0.4442663309829576,0.5177727378331698,0.8650247881017111,0.7902266516637196
26,0.44603963606819813,0.5188880486366076,0.863905325443787,0.7866902427262498
27,0.44549261824208863,0.5174054549290583,0.8631057092595554,0.787011734447838
28,0.44509188846057773,0.4927662603366069,0.8658244042859428,0.8162674811123614
29,0.44477454420863366,0.4956478490279271,0.8635854789700943,0.8140170390612441
30,0.4426767161610175,0.5059398180399186,0.8674236366544059,0.8011573701977174
31,0.44601269081539036,0.5029450957591717,0.8632656324964018,0.8064619836039222
32,0.43885140698783254,0.5155821826213446,0.8714217175755637,0.7916733644108664
33,0.44362201191941086,0.49790187661464397,0.8679034063649448,0.8090339173766276
34,0.43944456306647284,0.49550789487667574,0.8709419478650248,0.8111236135669506
35,0.4346870609692165,0.5016303985546797,0.8739804893651048,0.8038900498312168
36,0.4394639132886517,0.5099003197290959,0.8717415640492564,0.7979424529818357
37,0.43711104532893824,0.5066358951421884,0.8728610267071806,0.7998714033113647
38,0.43882674480579337,0.5044859238159962,0.8722213337597953,0.8024433370840701
39,0.4367034775870187,0.5024616614366189,0.8743003358387974,0.80597974602154
40,0.4326240259165667,0.4999016150450095,0.8774988005757236,0.8088731715158335
41,0.43602842472645703,0.4899204319868332,0.8730209499440269,0.8177141938595082
42,0.4323606293420402,0.49770526595604725,0.8789381097073404,0.8112843594277447
43,0.4366094685938893,0.510499562514134,0.8747801055493363,0.7974602153994534
44,0.43121736968050195,0.5102058004110287,0.8805373420758036,0.7981031988426298
45,0.4316647654893447,0.4907614588737488,0.8768591076283384,0.8185179231634785
46,0.4312122170718349,0.5160546009357159,0.8773388773388774,0.7924770937148369
47,0.4322386379448735,0.5100581627625685,0.8763793379177994,0.7993891657289824
48,0.4301959831191569,0.5336154596927839,0.8789381097073404,0.7743128114451053
49,0.43503849132328615,0.5032653120847849,0.8741404126019511,0.8045330332743932
