,train_loss,val_loss,train_acc,val_acc
0,0.5581689924001694,0.5528968308216486,0.7372461218615065,0.7487542195788458
1,0.4624641843292178,0.4803143350741802,0.7944986406524868,0.8045330332743932
2,0.4258956906138634,0.439863506035927,0.8184871261794339,0.8051760167175696
3,0.3927703712667738,0.41980068664520215,0.8322405245482168,0.8164282269731554
4,0.35920164969806767,0.4154159169930678,0.8469534623380777,0.8204468734930076
5,0.3464926348961129,0.39304534766154414,0.8579881656804734,0.8331457964957403
6,0.32515827752649784,0.39798170297573776,0.8667839437070206,0.8278411830895355
7,0.29659246337809125,0.3966920154216962,0.8731808731808732,0.8336280340781225
8,0.2964066381053049,0.43507825434207914,0.8774988005757236,0.8021218453624819
9,0.26143752753126376,0.3442611430700009,0.8931712777866624,0.8553287252853239
10,0.24402103122627858,0.37365785527687806,0.9005277466815929,0.8445587526121202
11,0.23870536761016262,0.3894456518193086,0.9027666719974412,0.8474521781064137
12,0.21075653917707352,0.39403272488942515,0.9118822964976812,0.8500241118791191
13,0.20929678816500366,0.3790289919345807,0.9115624500239885,0.847773669828002
14,0.19505924113779044,0.42723734222161464,0.9206780745242283,0.8427905481433853
15,0.18043901156444025,0.37560587643812865,0.929154006077083,0.8579006590580293
16,0.181079359573065,0.3944265071493693,0.9305933152086998,0.8405401060922681
17,0.17440511544748227,0.4127129232654205,0.929154006077083,0.8476129239672079
18,0.15324215762963406,0.5247582581180793,0.9425875579721733,0.8016396077800997
19,0.14768255144661788,0.4028407774101465,0.9409883256037103,0.8585436425012056
20,0.1355981261478927,0.5139196301500003,0.9453062529985606,0.8185179231634785
21,0.13659257298259406,0.4372788145374029,0.9473852550775628,0.8427905481433853
22,0.13483341488207937,0.4254753566132142,0.9473852550775628,0.8624015431602636
23,0.11086306750907429,0.43542136584336943,0.9571405725251879,0.8617585597170873
24,0.10782616998648689,0.48635797126170915,0.9577802654725731,0.8533997749557949
25,0.1126983472317153,0.43852884363956174,0.9585798816568047,0.8595081176659701
26,0.09548861426372575,0.4523918356268834,0.9622581161042699,0.8580614049188233
27,0.10104531218768192,0.4412266760109327,0.9624180393411162,0.8411830895354445
28,0.09645919018063923,0.49773080789316926,0.9625779625779626,0.857418421475647
29,0.09619582225378527,0.48435514317109035,0.9628978090516552,0.8381289181803568
30,0.085071852943879,0.46135948499043783,0.9683351991044299,0.8627230348818518
31,0.07857495142213468,0.43821552242988193,0.9702542779465856,0.8624015431602636
32,0.06845104874810204,0.5652113198517607,0.9744122821045897,0.8545249959813535
33,0.07434806311312987,0.5581139159126159,0.9731328962098192,0.8514708246262659
34,0.06261307494572307,0.6147213818553167,0.9769710538941309,0.8455232277768847
35,0.0648158356744549,0.5527522158546325,0.9756916679993604,0.8598296093875583
36,0.06411068290127536,0.5850122505273574,0.9763313609467456,0.8548464877029417
37,0.06557077052409058,0.5529652080092675,0.9745722053414361,0.8689921234528211
38,0.05335519086018357,0.5423001784640245,0.9824084439469055,0.8603118469699406
39,0.0645672499145172,0.5903868989923443,0.9764912841835919,0.8519530622086481
40,0.07346232199794328,0.5198445557783812,0.9723332800255877,0.8447194984729143
41,0.04725079857316628,0.6285571447454202,0.981129058052135,0.8448802443337085
42,0.051200833110428626,0.6606165478817928,0.9817687509995202,0.8387719016235332
43,0.061577384432003245,0.6287325936632279,0.9753718215256677,0.8596688635267642
44,0.06066095922261058,0.5731231938761014,0.975531744762514,0.8548464877029417
45,0.052310909078651276,0.5902262646131791,0.9793699024468255,0.8521138080694423
46,0.04581094507843123,0.5876193997426293,0.9835279066048297,0.8677061565664684
47,0.04782530567870114,0.623201155089415,0.9824084439469055,0.8387719016235332
48,0.048398329336012055,0.5031643497924774,0.9820885974732129,0.8680276482880566
49,0.05304222896265113,0.6038529658499054,0.9788901327362866,0.8651342227937631
